name,state,latitude,longitude,population,timezone,search_name
Hugli,West Bengal,22.90877,88.39674,177005,Asia/Kolkata,hugli west bengal
Hashtsāl,Delhi,28.63406,77.05771,176877,Asia/Kolkata,hashtsāl delhi
Amroha,Uttar Pradesh,28.90314,78.46984,176253,Asia/Kolkata,amroha uttar pradesh
Chhindwāra,Madhya Pradesh,22.05697,78.93958,175052,Asia/Kolkata,chhindwāra madhya pradesh
Tambaram,Tamil Nadu,12.9246,80.12707,174787,Asia/Kolkata,tambaram tamil nadu
Bhetia,Unknown,22.79321,86.14098,174355,Asia/Kolkata,bhetia unknown
Pathānkot,Punjab,32.27484,75.65287,174306,Asia/Kolkata,pathānkot punjab
Badlapur,Maharashtra,19.15516,73.26553,174226,Asia/Kolkata,badlapur maharashtra
Cuddalore,Tamil Nadu,11.75617,79.76693,173636,Asia/Kolkata,cuddalore tamil nadu
Shimla,Haryana,31.10442,77.16662,173503,Asia/Kolkata,shimla haryana
Gadag-Betageri,Karnataka,15.4167,75.6167,172813,Asia/Kolkata,gadag-betageri karnataka
Gadag,Karnataka,15.42977,75.62971,172612,Asia/Kolkata,gadag karnataka
Verāval,Goa,20.9077,70.36786,171121,Asia/Kolkata,verāval goa
Navsari,Goa,20.94237,72.92467,171109,Asia/Kolkata,navsari goa
Bahadurgarh,Gujarat,28.69287,76.93555,170767,Asia/Kolkata,bahadurgarh gujarat
Haldia,West Bengal,22.06046,88.10975,170695,Asia/Kolkata,haldia west bengal
Rāiganj,West Bengal,25.61281,88.12449,170252,Asia/Kolkata,rāiganj west bengal
Malda,West Bengal,25.00447,88.14573,170039,Asia/Kolkata,malda west bengal
Jaunpur,Uttar Pradesh,25.75356,82.68689,169572,Asia/Kolkata,jaunpur uttar pradesh
Deoli,Delhi,28.50254,77.23117,169122,Asia/Kolkata,deoli delhi
Bharūch,Goa,21.69482,72.9805,169007,Asia/Kolkata,bharūch goa
Hoshiārpur,Punjab,31.53723,75.91269,168653,Asia/Kolkata,hoshiārpur punjab
Jīnd,Gujarat,29.31577,76.31502,167592,Asia/Kolkata,jīnd gujarat
Kumbakonam,Tamil Nadu,10.96209,79.39124,167155,Asia/Kolkata,kumbakonam tamil nadu
Mohali,Punjab,30.67995,76.72211,166864,Asia/Kolkata,mohali punjab
Fatehpur,Uttar Pradesh,25.92774,80.81266,166480,Asia/Kolkata,fatehpur uttar pradesh
Tonk,Rajasthan,26.16638,75.78824,165294,Asia/Kolkata,tonk rajasthan
Udupi,Karnataka,13.33467,74.74617,165000,Asia/Kolkata,udupi karnataka
Thenali,Andhra Pradesh,16.24253,80.63982,164937,Asia/Kolkata,thenali andhra pradesh
Sītāpur,Uttar Pradesh,27.56192,80.68265,164435,Asia/Kolkata,sītāpur uttar pradesh
Alandur,Tamil Nadu,13.0025,80.20611,164430,Asia/Kolkata,alandur tamil nadu
Bhadrāvati,Karnataka,13.84846,75.70502,163903,Asia/Kolkata,bhadrāvati karnataka
Vapi,Goa,20.37175,72.90493,163630,Asia/Kolkata,vapi goa
Moga,Punjab,30.81383,75.16878,163397,Asia/Kolkata,moga punjab
Rāj-Nāndgaon,Unknown,21.09687,81.0289,163114,Asia/Kolkata,rāj-nāndgaon unknown
Robertsonpet,Karnataka,12.95629,78.27539,162230,Asia/Kolkata,robertsonpet karnataka
Unnāo,Uttar Pradesh,26.54706,80.48781,161671,Asia/Kolkata,unnāo uttar pradesh
Budaun,Uttar Pradesh,28.03811,79.12668,161555,Asia/Kolkata,budaun uttar pradesh
Madhyamgram,West Bengal,22.68944,88.44594,161126,Asia/Kolkata,madhyamgram west bengal
Chittoor,Andhra Pradesh,13.21055,79.0956,160722,Asia/Kolkata,chittoor andhra pradesh
Jāmuria,West Bengal,23.70468,87.07872,160242,Asia/Kolkata,jāmuria west bengal
Jaigaon,West Bengal,26.84766,89.37558,158664,Asia/Kolkata,jaigaon west bengal
Batāla,Punjab,31.80921,75.20294,158621,Asia/Kolkata,batāla punjab
Orai,Uttar Pradesh,25.99023,79.45334,158265,Asia/Kolkata,orai uttar pradesh
Saharsa,Bihar,25.87498,86.59611,156540,Asia/Kolkata,saharsa bihar
Vidisha,Madhya Pradesh,23.52604,77.81092,155951,Asia/Kolkata,vidisha madhya pradesh
Hanumāngarh,Rajasthan,29.58182,74.32938,155687,Asia/Kolkata,hanumāngarh rajasthan
Thānesar,Gujarat,29.97323,76.83214,155152,Asia/Kolkata,thānesar gujarat
Hassan,Karnataka,13.00715,76.0962,155006,Asia/Kolkata,hassan karnataka
Kishangarh,Rajasthan,26.59006,74.85397,154886,Asia/Kolkata,kishangarh rajasthan
Dalūpura,Delhi,28.6057,77.31901,154791,Asia/Kolkata,dalūpura delhi
Rudrapur,Uttarakhand,28.98,79.4,154554,Asia/Kolkata,rudrapur uttarakhand
Nalgonda,Telangana,17.05439,79.26707,154326,Asia/Kolkata,nalgonda telangana
Hazāribāgh,Unknown,23.99241,85.36162,153595,Asia/Kolkata,hazāribāgh unknown
Medinīpur,West Bengal,22.42114,87.32257,153349,Asia/Kolkata,medinīpur west bengal
Bālurghāt,West Bengal,25.22099,88.77732,153279,Asia/Kolkata,bālurghāt west bengal
Fyzābād,Uttar Pradesh,26.77549,82.15018,153047,Asia/Kolkata,fyzābād uttar pradesh
Dinapore,Bihar,25.63705,85.04794,152940,Asia/Kolkata,dinapore bihar
Porbandar,Goa,21.64219,69.60929,152760,Asia/Kolkata,porbandar goa
Bānda,Uttar Pradesh,25.47758,80.33491,152218,Asia/Kolkata,bānda uttar pradesh
Hindupur,Andhra Pradesh,13.82807,77.49143,151677,Asia/Kolkata,hindupur andhra pradesh
Beāwar,Rajasthan,26.10119,74.32028,151152,Asia/Kolkata,beāwar rajasthan
Anantnag,Jammu and Kashmir,33.73068,75.15418,150592,Asia/Kolkata,anantnag jammu and kashmir
Serilingampalle,Telangana,17.49313,78.30196,150525,Asia/Kolkata,serilingampalle telangana
Raigarh,Unknown,21.89764,83.3966,150019,Asia/Kolkata,raigarh unknown
Malkajgiri,Telangana,17.44781,78.52633,150000,Asia/Kolkata,malkajgiri telangana
Shāntipur,West Bengal,23.24723,88.43302,149983,Asia/Kolkata,shāntipur west bengal
Bhuj,Goa,23.25397,69.66928,148834,Asia/Kolkata,bhuj goa
Bārākpur,West Bengal,22.76602,88.36336,148174,Asia/Kolkata,bārākpur west bengal
Hājīpur,Bihar,25.68544,85.20981,147688,Asia/Kolkata,hājīpur bihar
Sasarām,Bihar,24.94942,84.01645,147408,Asia/Kolkata,sasarām bihar
Bhimavaram,Andhra Pradesh,16.54078,81.52322,146961,Asia/Kolkata,bhimavaram andhra pradesh
Beed,Maharashtra,18.98921,75.75634,146709,Asia/Kolkata,beed maharashtra
Burāri,Delhi,28.7557,77.19941,146190,Asia/Kolkata,burāri delhi
Krishnanagar,West Bengal,23.40576,88.49073,145926,Asia/Kolkata,krishnanagar west bengal
Chitradurga,Karnataka,14.22262,76.40038,145853,Asia/Kolkata,chitradurga karnataka
Dibrugarh,Arunachal Pradesh,27.47989,94.90837,145488,Asia/Kolkata,dibrugarh arunachal pradesh
Abohar,Punjab,30.14453,74.19552,145302,Asia/Kolkata,abohar punjab
Tiruvannamalai,Tamil Nadu,12.22662,79.07461,145278,Asia/Kolkata,tiruvannamalai tamil nadu
Kaithal,Gujarat,29.80153,76.39959,144915,Asia/Kolkata,kaithal gujarat
Balasore,Odisha,21.49266,86.93348,144373,Asia/Kolkata,balasore odisha
Godhra,Goa,22.77547,73.61488,143644,Asia/Kolkata,godhra goa
Shillong,Meghalaya,25.56892,91.88313,143229,Asia/Kolkata,shillong meghalaya
Rewāri,Gujarat,28.199,76.6183,143021,Asia/Kolkata,rewāri gujarat
Basirhat City,West Bengal,22.66142,88.85477,143007,Asia/Kolkata,basirhat city west bengal
Chhatarpur,Madhya Pradesh,24.9177,79.58871,142128,Asia/Kolkata,chhatarpur madhya pradesh
Mandsaur,Madhya Pradesh,24.07184,75.06986,141667,Asia/Kolkata,mandsaur madhya pradesh
Chas,Unknown,23.63556,86.16712,141640,Asia/Kolkata,chas unknown
Pālanpur,Goa,24.17128,72.43827,141592,Asia/Kolkata,pālanpur goa
Lakhīmpur,Uttar Pradesh,27.94822,80.77935,140223,Asia/Kolkata,lakhīmpur uttar pradesh
Valsād,Goa,20.61013,72.93428,139764,Asia/Kolkata,valsād goa
Damoh,Madhya Pradesh,23.83312,79.4419,139561,Asia/Kolkata,damoh madhya pradesh
Haldwani,Uttarakhand,29.22254,79.5286,139497,Asia/Kolkata,haldwani uttarakhand
Hābra,West Bengal,22.84202,88.65606,139297,Asia/Kolkata,hābra west bengal
Kolār,Karnataka,13.13768,78.12999,138462,Asia/Kolkata,kolār karnataka
Srikakulam,Andhra Pradesh,18.2989,83.89751,137944,Asia/Kolkata,srikakulam andhra pradesh
Mandya,Karnataka,12.5223,76.89746,137358,Asia/Kolkata,mandya karnataka
Madhurampur Dehri,Bihar,24.96899,84.1964,137231,Asia/Kolkata,madhurampur dehri bihar
Kānchrāpāra,West Bengal,22.95998,88.42849,136954,Asia/Kolkata,kānchrāpāra west bengal
Dimāpur,Nagaland,25.91174,93.7217,135860,Asia/Kolkata,dimāpur nagaland
Māler Kotla,Punjab,30.5309,75.87949,135424,Asia/Kolkata,māler kotla punjab
Siwān,Bihar,26.22096,84.35609,135066,Asia/Kolkata,siwān bihar
Kalol,Goa,23.24656,72.49508,134426,Asia/Kolkata,kalol goa
Bānkura,West Bengal,23.23241,87.0716,133966,Asia/Kolkata,bānkura west bengal
Pātan,Goa,23.8507,72.12963,133737,Asia/Kolkata,pātan goa
Gondā City,Uttar Pradesh,27.13181,81.95332,133583,Asia/Kolkata,gondā city uttar pradesh
Dhaulpur,Rajasthan,26.69286,77.87968,133075,Asia/Kolkata,dhaulpur rajasthan
Gondiā,Maharashtra,21.46026,80.19205,132813,Asia/Kolkata,gondiā maharashtra
Palakkad,Kerala,10.77319,76.65366,132728,Asia/Kolkata,palakkad kerala
Bettiah,Bihar,26.80229,84.50311,132209,Asia/Kolkata,bettiah bihar
Palwal,Gujarat,28.14469,77.32546,131926,Asia/Kolkata,palwal gujarat
Rānīganj,West Bengal,23.6164,87.13061,131261,Asia/Kolkata,rānīganj west bengal
Etah,Uttar Pradesh,27.55879,78.65692,131023,Asia/Kolkata,etah uttar pradesh
Pīlibhīt,Uttar Pradesh,28.63124,79.80436,131008,Asia/Kolkata,pīlibhīt uttar pradesh
Rajapalayam,Tamil Nadu,9.45296,77.55335,130442,Asia/Kolkata,rajapalayam tamil nadu
Botad,Goa,22.16917,71.66671,130327,Asia/Kolkata,botad goa
Deoria,Uttar Pradesh,26.50167,83.77936,129570,Asia/Kolkata,deoria uttar pradesh
Nimach,Rajasthan,24.45949,74.86625,128561,Asia/Kolkata,nimach rajasthan
Khardah,West Bengal,22.71861,88.37806,128346,Asia/Kolkata,khardah west bengal
Yavatmāl,Maharashtra,20.39324,78.13201,128175,Asia/Kolkata,yavatmāl maharashtra
Hālīsahar,West Bengal,22.93218,88.41859,128172,Asia/Kolkata,hālīsahar west bengal
Khanna,Punjab,30.70547,76.22196,128137,Asia/Kolkata,khanna punjab
Titāgarh,West Bengal,22.74252,88.37326,127751,Asia/Kolkata,titāgarh west bengal
Mustafābād,Delhi,28.71974,77.26781,127167,Asia/Kolkata,mustafābād delhi
Hāthras,Uttar Pradesh,27.59551,78.05201,126882,Asia/Kolkata,hāthras uttar pradesh
Jorhat,Arunachal Pradesh,26.75751,94.20306,126736,Asia/Kolkata,jorhat arunachal pradesh
Lalitpur,Uttar Pradesh,24.69007,78.41915,126475,Asia/Kolkata,lalitpur uttar pradesh
Guntakal,Andhra Pradesh,15.17112,77.36244,126270,Asia/Kolkata,guntakal andhra pradesh
Pithampur,Madhya Pradesh,22.60197,75.69649,126200,Asia/Kolkata,pithampur madhya pradesh
Mothīhāri,Bihar,26.64862,84.91656,126158,Asia/Kolkata,mothīhāri bihar
Kanhangad,Kerala,12.30814,75.10632,125564,Asia/Kolkata,kanhangad kerala
Jagdalpur,Unknown,19.08136,82.02131,125463,Asia/Kolkata,jagdalpur unknown
Jagādhri,Gujarat,30.16719,77.30367,124894,Asia/Kolkata,jagādhri gujarat
Dārjiling,West Bengal,27.03333,88.26667,123797,Asia/Kolkata,dārjiling west bengal
Kurichchi,Tamil Nadu,10.96085,76.97379,123667,Asia/Kolkata,kurichchi tamil nadu
Dam Dam,West Bengal,22.63341,88.42286,122719,Asia/Kolkata,dam dam west bengal
Hardoī,Uttar Pradesh,27.39491,80.13165,122635,Asia/Kolkata,hardoī uttar pradesh
Puruliya,West Bengal,23.33062,86.36303,122533,Asia/Kolkata,puruliya west bengal
Dharmavaram,Andhra Pradesh,14.41435,77.72035,121874,Asia/Kolkata,dharmavaram andhra pradesh
Gokalpur,Delhi,28.7029,77.28961,121870,Asia/Kolkata,gokalpur delhi
Bhadreswar,West Bengal,22.82449,88.33841,121662,Asia/Kolkata,bhadreswar west bengal
Nagaon,Arunachal Pradesh,26.35,92.66667,121628,Asia/Kolkata,nagaon arunachal pradesh
Vejalpur,Goa,22.69021,73.56299,121610,Asia/Kolkata,vejalpur goa
Chikmagalūr,Karnataka,13.32231,75.774,121484,Asia/Kolkata,chikmagalūr karnataka
Bhadrak,Odisha,21.05447,86.5156,121338,Asia/Kolkata,bhadrak odisha
Sawai Madhopur,Rajasthan,26.02301,76.34408,121106,Asia/Kolkata,sawai madhopur rajasthan
Ambikāpur,Unknown,23.11892,83.19537,121071,Asia/Kolkata,ambikāpur unknown
Mandoli,Delhi,28.70275,77.30995,120417,Asia/Kolkata,mandoli delhi
Satara,Maharashtra,17.68589,73.99333,120195,Asia/Kolkata,satara maharashtra
Chūru,Rajasthan,28.30415,74.96718,120157,Asia/Kolkata,chūru rajasthan
Gangāpur,Rajasthan,26.47249,76.71744,120115,Asia/Kolkata,gangāpur rajasthan
Madhavaram,Tamil Nadu,13.14819,80.2314,119105,Asia/Kolkata,madhavaram tamil nadu
Dohad,Goa,22.83283,74.25986,118846,Asia/Kolkata,dohad goa
Barshi,Maharashtra,18.23454,75.69275,118722,Asia/Kolkata,barshi maharashtra
Ādilābād,Telangana,19.67203,78.5359,118526,Asia/Kolkata,ādilābād telangana
Jhunjhunūn,Rajasthan,28.12559,75.39797,118473,Asia/Kolkata,jhunjhunūn rajasthan
Jetpur,Goa,21.75482,70.62347,118302,Asia/Kolkata,jetpur goa
Uppal Kalan,Telangana,17.40577,78.55911,118259,Asia/Kolkata,uppal kalan telangana
Gudivāda,Andhra Pradesh,16.43547,80.99555,118167,Asia/Kolkata,gudivāda andhra pradesh
Bārān,Rajasthan,25.1,76.51667,117992,Asia/Kolkata,bārān rajasthan
Narmadapuram,Madhya Pradesh,22.74747,77.72736,117988,Asia/Kolkata,narmadapuram madhya pradesh
Amreli,Goa,21.59983,71.21169,117967,Asia/Kolkata,amreli goa
Pudukkottai,Tamil Nadu,10.38128,78.82141,117630,Asia/Kolkata,pudukkottai tamil nadu
Narasaraopet,Andhra Pradesh,16.23488,80.04927,117489,Asia/Kolkata,narasaraopet andhra pradesh
Rishra,West Bengal,22.72394,88.34563,117014,Asia/Kolkata,rishra west bengal
Baripāda,Odisha,21.93458,86.72852,116849,Asia/Kolkata,baripāda odisha
Muktsar,Punjab,30.47426,74.5166,116747,Asia/Kolkata,muktsar punjab
Azamgarh,Uttar Pradesh,26.06832,83.18358,116644,Asia/Kolkata,azamgarh uttar pradesh
Barnāla,Punjab,30.37451,75.5487,116449,Asia/Kolkata,barnāla punjab
Yelahanka,Karnataka,13.10073,77.59632,116447,Asia/Kolkata,yelahanka karnataka
Chittorgarh,Rajasthan,24.88963,74.62403,116406,Asia/Kolkata,chittorgarh rajasthan
Tinsukia,Arunachal Pradesh,27.48905,95.35992,116322,Asia/Kolkata,tinsukia arunachal pradesh
Khargone,Madhya Pradesh,21.82292,75.61394,116150,Asia/Kolkata,khargone madhya pradesh
Baidyabāti,West Bengal,22.78498,88.32586,115504,Asia/Kolkata,baidyabāti west bengal
Bastī,Uttar Pradesh,26.78817,82.71617,115115,Asia/Kolkata,bastī uttar pradesh
Gangavati,Karnataka,15.4313,76.52933,114642,Asia/Kolkata,gangavati karnataka
Ambur,Tamil Nadu,12.79163,78.71644,114608,Asia/Kolkata,ambur tamil nadu
Giridih,Unknown,24.18622,86.30875,114533,Asia/Kolkata,giridih unknown
Wardha,Maharashtra,20.73933,78.59784,113759,Asia/Kolkata,wardha maharashtra
Tadepalligudem,Andhra Pradesh,16.81467,81.52717,112655,Asia/Kolkata,tadepalligudem andhra pradesh
Chanduasi,Uttar Pradesh,28.45178,78.78277,112635,Asia/Kolkata,chanduasi uttar pradesh
Bagaha,Bihar,27.09918,84.09003,112634,Asia/Kolkata,bagaha bihar
Achalpur,Maharashtra,21.25665,77.51006,112311,Asia/Kolkata,achalpur maharashtra
Gondal,Goa,21.96074,70.80255,112197,Asia/Kolkata,gondal goa
Dharashiv,Maharashtra,18.18158,76.03889,112085,Asia/Kolkata,dharashiv maharashtra
Port Blair,Andaman and Nicobar Islands,11.66613,92.74635,112050,Asia/Kolkata,port blair andaman and nicobar islands
Bagalkot,Karnataka,16.18673,75.69614,111933,Asia/Kolkata,bagalkot karnataka
Suriāpet,Telangana,17.14054,79.62045,111729,Asia/Kolkata,suriāpet telangana
Bangaon,West Bengal,23.04553,88.83084,111693,Asia/Kolkata,bangaon west bengal
Ashoknagar Kalyangarh,West Bengal,22.86416,88.63701,111475,Asia/Kolkata,ashoknagar kalyangarh west bengal
Deesa,Goa,24.25612,72.17928,111160,Asia/Kolkata,deesa goa
Navadwīp,West Bengal,23.4067,88.36861,111123,Asia/Kolkata,navadwīp west bengal
Nandurbar,Maharashtra,21.36671,74.24051,111037,Asia/Kolkata,nandurbar maharashtra
Sultānpur,Uttar Pradesh,26.25788,82.07269,110368,Asia/Kolkata,sultānpur uttar pradesh
Delhi Cantonment,Delhi,28.6,77.13333,110351,Asia/Kolkata,delhi cantonment delhi
Firozpur,Punjab,30.92574,74.61311,110313,Asia/Kolkata,firozpur punjab
Sehore,Madhya Pradesh,23.2,77.08333,109118,Asia/Kolkata,sehore madhya pradesh
Bānsbāria,West Bengal,22.95387,88.40098,108474,Asia/Kolkata,bānsbāria west bengal
Tadpatri,Andhra Pradesh,14.90832,78.01031,108171,Asia/Kolkata,tadpatri andhra pradesh
Jalpāiguri,West Bengal,26.51667,88.73333,107832,Asia/Kolkata,jalpāiguri west bengal
Mangalagiri,Andhra Pradesh,16.43083,80.56815,107197,Asia/Kolkata,mangalagiri andhra pradesh
Ranebennur,Karnataka,14.62239,75.62951,106406,Asia/Kolkata,ranebennur karnataka
Khurja,Uttar Pradesh,28.25382,77.85535,105909,Asia/Kolkata,khurja uttar pradesh
Kishanganj,Bihar,26.10224,87.95534,105782,Asia/Kolkata,kishanganj bihar
Ponnāni,Kerala,10.76695,75.92523,105512,Asia/Kolkata,ponnāni kerala
Hindaun,Rajasthan,26.73411,77.03519,105452,Asia/Kolkata,hindaun rajasthan
Jamālpur,Bihar,25.31258,86.48888,105434,Asia/Kolkata,jamālpur bihar
Nāgaur,Rajasthan,27.20201,73.73394,105218,Asia/Kolkata,nāgaur rajasthan
Ambala Sadar,Gujarat,30.33544,76.86265,104974,Asia/Kolkata,ambala sadar gujarat
Bhiwadi,Rajasthan,28.21024,76.86056,104921,Asia/Kolkata,bhiwadi rajasthan
Būndi,Rajasthan,25.43855,75.63735,104919,Asia/Kolkata,būndi rajasthan
Miryalaguda,Telangana,16.8722,79.56247,104918,Asia/Kolkata,miryalaguda telangana
Soyībug,Jammu and Kashmir,34.07677,74.7057,104000,Asia/Kolkata,soyībug jammu and kashmir
Jagtiāl,Telangana,18.79473,78.91661,103930,Asia/Kolkata,jagtiāl telangana
Roorkee,Uttarakhand,29.86632,77.89118,103894,Asia/Kolkata,roorkee uttarakhand
Udgīr,Maharashtra,18.39258,77.11756,103550,Asia/Kolkata,udgīr maharashtra
Nagda,Madhya Pradesh,23.45834,75.41759,103501,Asia/Kolkata,nagda madhya pradesh
Betūl,Madhya Pradesh,21.90056,77.90229,103330,Asia/Kolkata,betūl madhya pradesh
Jahānābād,Bihar,25.21368,84.9871,103202,Asia/Kolkata,jahānābād bihar
Kashipur,Uttarakhand,29.21399,78.95693,103138,Asia/Kolkata,kashipur uttarakhand
Ghazīpur,Uttar Pradesh,25.58333,83.58526,103095,Asia/Kolkata,ghazīpur uttar pradesh
Amaravati,Andhra Pradesh,16.514,80.516,103000,Asia/Kolkata,amaravati andhra pradesh
Nagapattinam,Tamil Nadu,10.76377,79.84313,102905,Asia/Kolkata,nagapattinam tamil nadu
Buxar,Bihar,25.57548,83.98043,102861,Asia/Kolkata,buxar bihar
Mormugao,Goa,15.38914,73.81491,102345,Asia/Kolkata,mormugao goa
Seoni,Madhya Pradesh,22.08503,79.55037,102343,Asia/Kolkata,seoni madhya pradesh
Aurangābād,Bihar,24.75204,84.3742,102244,Asia/Kolkata,aurangābād bihar
Hinganghāt,Maharashtra,20.54875,78.83978,101805,Asia/Kolkata,hinganghāt maharashtra
Dhamtari,Unknown,20.70718,81.54874,101677,Asia/Kolkata,dhamtari unknown
Chilakalūrupet,Andhra Pradesh,16.08987,80.16705,101398,Asia/Kolkata,chilakalūrupet andhra pradesh
Malappuram,Kerala,11.04199,76.08154,101386,Asia/Kolkata,malappuram kerala
Bānswāra,Rajasthan,23.54109,74.4425,101017,Asia/Kolkata,bānswāra rajasthan
Itārsi,Madhya Pradesh,22.61477,77.76222,100574,Asia/Kolkata,itārsi madhya pradesh
Vasco da Gama,Goa,15.39585,73.81568,100485,Asia/Kolkata,vasco da gama goa
Gangtok,Sikkim,27.32574,88.61216,100286,Asia/Kolkata,gangtok sikkim
Datia,Madhya Pradesh,25.67312,78.45908,100284,Asia/Kolkata,datia madhya pradesh
Phagwāra,Punjab,31.22452,75.77387,100146,Asia/Kolkata,phagwāra punjab
Airoli,Maharashtra,19.15096,72.99625,100000,Asia/Kolkata,airoli maharashtra
Luckeesarai,Bihar,25.1765,86.0947,99979,Asia/Kolkata,luckeesarai bihar
Shikohābād,Uttar Pradesh,27.108,78.58661,99678,Asia/Kolkata,shikohābād uttar pradesh
Kāsganj,Uttar Pradesh,27.80882,78.64579,99462,Asia/Kolkata,kāsganj uttar pradesh
Khambhāt,Goa,22.31744,72.61916,99164,Asia/Kolkata,khambhāt goa
Kohima,Nagaland,25.67467,94.11099,99039,Asia/Kolkata,kohima nagaland
Pandharpur,Maharashtra,17.67924,75.33098,98923,Asia/Kolkata,pandharpur maharashtra
Kapurthala Town,Punjab,31.38011,75.38105,98916,Asia/Kolkata,kapurthala town punjab
Mahuva,Goa,21.09007,71.76904,98519,Asia/Kolkata,mahuva goa
Silvassa,52,20.27386,72.99673,98265,Asia/Kolkata,silvassa 52
Balāngīr,Odisha,20.70419,83.49029,98238,Asia/Kolkata,balāngīr odisha
Mughal Sarāi,Uttar Pradesh,25.28307,83.11968,98043,Asia/Kolkata,mughal sarāi uttar pradesh
Nawāda,Bihar,24.8867,85.54364,98029,Asia/Kolkata,nawāda bihar
Bhilai Charoda,Unknown,21.22305,81.45609,98008,Asia/Kolkata,bhilai charoda unknown
Shāmli,Uttar Pradesh,29.4497,77.30959,97966,Asia/Kolkata,shāmli uttar pradesh
Jharsuguda,Odisha,21.85531,84.00698,97730,Asia/Kolkata,jharsuguda odisha
Sādatpur Gujran,Delhi,28.72834,77.24817,97641,Asia/Kolkata,sādatpur gujran delhi
Chalisgaon,Maharashtra,20.45781,75.01596,97551,Asia/Kolkata,chalisgaon maharashtra
Villupuram,Tamil Nadu,11.93975,79.49244,97380,Asia/Kolkata,villupuram tamil nadu
Amalner,Maharashtra,21.03983,75.05887,97369,Asia/Kolkata,amalner maharashtra
Tellicherry,Kerala,11.74811,75.4929,97201,Asia/Kolkata,tellicherry kerala
Manjeri,Kerala,11.12018,76.11996,97102,Asia/Kolkata,manjeri kerala
Birgaon,Unknown,21.30758,81.62793,96294,Asia/Kolkata,birgaon unknown
Bārmer,Rajasthan,25.74572,71.39211,96225,Asia/Kolkata,bārmer rajasthan
Pūth Kalān,Delhi,28.7116,77.07887,96002,Asia/Kolkata,pūth kalān delhi
Kuniyamuttūr,Tamil Nadu,10.96376,76.95254,95924,Asia/Kolkata,kuniyamuttūr tamil nadu
Sardārshahr,Rajasthan,28.44062,74.491,95911,Asia/Kolkata,sardārshahr rajasthan
Sāhibganj,Unknown,25.24425,87.63481,95890,Asia/Kolkata,sāhibganj unknown
Sānand,Goa,22.99227,72.38177,95890,Asia/Kolkata,sānand goa
Paramagudi,Tamil Nadu,9.54633,78.5907,95579,Asia/Kolkata,paramagudi tamil nadu
Zerakpur,Punjab,30.65622,76.82093,95553,Asia/Kolkata,zerakpur punjab
Tiruchengode,Tamil Nadu,11.38016,77.89444,95335,Asia/Kolkata,tiruchengode tamil nadu
Closepet,Karnataka,12.72181,77.28149,95167,Asia/Kolkata,closepet karnataka
Emmiganūr,Andhra Pradesh,15.77203,77.48345,95149,Asia/Kolkata,emmiganūr andhra pradesh
Vaniyambadi,Tamil Nadu,12.68162,78.62014,95061,Asia/Kolkata,vaniyambadi tamil nadu
Kovilpatti,Tamil Nadu,9.17167,77.86989,95057,Asia/Kolkata,kovilpatti tamil nadu
Parli Vaijnāth,Maharashtra,18.85057,76.53163,94863,Asia/Kolkata,parli vaijnāth maharashtra
Mainpuri,Uttar Pradesh,27.22857,79.02882,94619,Asia/Kolkata,mainpuri uttar pradesh
Khāmgaon,Maharashtra,20.70738,76.56827,94604,Asia/Kolkata,khāmgaon maharashtra
Makrāna,Rajasthan,27.04361,74.72445,94487,Asia/Kolkata,makrāna rajasthan
Allinagaram,Tamil Nadu,10.02737,77.47815,94453,Asia/Kolkata,allinagaram tamil nadu
Gudiyatham,Tamil Nadu,12.94601,78.87377,93973,Asia/Kolkata,gudiyatham tamil nadu
Dhār,Madhya Pradesh,22.59373,75.29774,93917,Asia/Kolkata,dhār madhya pradesh
Baraut,Uttar Pradesh,29.10199,77.26334,93544,Asia/Kolkata,baraut uttar pradesh
Kalyani,West Bengal,22.9757,88.4337,93184,Asia/Kolkata,kalyani west bengal
Doddaballapura,Karnataka,13.29452,77.53777,93105,Asia/Kolkata,doddaballapura karnataka
